id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date,state
1B.68.,1B,68,,DP,35.542864,-120.349814,493.3,2018.208,2018.304,California
1B.69.,1B,69,,DP,35.542209,-120.350236,493.1,2018.208,2018.304,California
1B.7.,1B,7,,DP,35.688097,-120.399146,427.0,2018.207,2018.304,California
1B.70.,1B,70,,DP,35.545248,-120.348727,497.6,2018.208,2018.304,California
1B.71.,1B,71,,DP,35.544601,-120.349159,494.7,2018.208,2018.304,California
1B.72.,1B,72,,DP,35.543978,-120.349582,492.8,2018.208,2018.304,California
1B.73.,1B,73,,DP,35.543379,-120.350005,490.0,2018.208,2018.304,California
1B.74.,1B,74,,DP,35.542719,-120.350437,492.2,2018.208,2018.304,California
1B.75.,1B,75,,DP,35.543302,-120.348008,503.5,2018.208,2018.304,California
1B.76.,1B,76,,DP,35.542026,-120.348873,499.0,2018.208,2018.304,California
1B.77.,1B,77,,DP,35.545055,-120.349265,496.4,2018.208,2018.304,California
1B.78.,1B,78,,DP,35.544475,-120.349745,492.6,2018.208,2018.304,California
1B.79.,1B,79,,DP,35.543829,-120.350179,488.5,2018.208,2018.304,California
1B.8.,1B,8,,DP,35.688927,-120.399475,436.7,2018.207,2018.304,California
1B.80.,1B,80,,DP,35.543213,-120.350607,491.1,2018.208,2018.304,California
1B.9.,1B,9,,DP,35.689487,-120.400343,432.8,2018.207,2018.304,California
1D.4001.,1D,4001,,DP,46.166599,-122.189499,0.0,2014.001,2014.346,Washington
1D.4003.,1D,4003,,DP,46.1665,-122.183998,0.0,2014.001,2014.346,Washington
1D.4004.,1D,4004,,DP,46.1646,-122.182297,402.4,2014.001,2014.346,Washington
1D.4005.,1D,4005,,DP,46.162701,-122.182198,1276.2,2014.001,2014.346,Washington
1D.4006.,1D,4006,,DP,46.1609,-122.180397,0.0,2014.001,2014.346,Washington
1D.4007.,1D,4007,,DP,46.159698,-122.178101,0.0,2014.001,2014.346,Washington
1D.4008.,1D,4008,,DP,46.158901,-122.175903,0.0,2014.001,2014.346,Washington
1D.4009.,1D,4009,,DP,46.1586,-122.173203,0.0,2014.001,2014.346,Washington
1D.4010.,1D,4010,,DP,46.157501,-122.170502,343.1,2014.001,2014.346,Washington
1D.4012.,1D,4012,,DP,46.157501,-122.1642,1108.8,2014.001,2014.346,Washington
1D.4013.,1D,4013,,DP,46.1567,-122.1623,1084.3,2014.001,2014.346,Washington
1D.4014.,1D,4014,,DP,46.155102,-122.1614,1057.4,2014.001,2014.346,Washington
1D.4015.,1D,4015,,DP,46.153702,-122.158302,317.4,2014.001,2014.346,Washington
1D.4016.,1D,4016,,DP,46.1549,-122.154404,1052.3,2014.001,2014.346,Washington
1D.4017.,1D,4017,,DP,46.1567,-122.152802,326.6,2014.001,2014.346,Washington
1D.4018.,1D,4018,,DP,46.158798,-122.151497,330.4,2014.001,2014.346,Washington
1D.4019.,1D,4019,,DP,46.161499,-122.149498,1110.0,2014.001,2014.346,Washington
1D.4020.,1D,4020,,DP,46.163799,-122.147697,1147.8,2014.001,2014.346,Washington
1D.4021.,1D,4021,,DP,46.165501,-122.147797,364.6,2014.001,2014.346,Washington
1D.4022.,1D,4022,,DP,46.1665,-122.145599,377.5,2014.001,2014.346,Washington
1D.4023.,1D,4023,,DP,46.167702,-122.144096,378.5,2014.001,2014.346,Washington
1D.4024.,1D,4024,,DP,46.1698,-122.145599,1241.8,2014.001,2014.346,Washington
1D.4025.,1D,4025,,DP,46.171101,-122.147797,1248.5,2014.001,2014.346,Washington
1D.4026.,1D,4026,,DP,46.1721,-122.149101,1234.3,2014.001,2014.346,Washington
1D.4027.,1D,4027,,DP,46.173401,-122.148598,1257.6,2014.001,2014.346,Washington
1D.4028.,1D,4028,,DP,46.1749,-122.148003,388.1,2014.001,2014.346,Washington
1D.4029.,1D,4029,,DP,46.176102,-122.147797,385.8,2014.001,2014.346,Washington
1D.4030.,1D,4030,,DP,46.177601,-122.146103,395.7,2014.001,2014.346,Washington
1D.4031.,1D,4031,,DP,46.179298,-122.147202,1322.2,2014.001,2014.346,Washington
1D.4032.,1D,4032,,DP,46.181801,-122.1464,1335.6,2014.001,2014.346,Washington
1D.4033.,1D,4033,,DP,46.183601,-122.147499,411.1,2014.001,2014.346,Washington
1D.4034.,1D,4034,,DP,46.1852,-122.147903,1349.6,2014.001,2014.346,Washington
1D.4035.,1D,4035,,DP,46.186699,-122.146698,1360.0,2014.001,2014.346,Washington
1D.4036.,1D,4036,,DP,46.188301,-122.1465,418.1,2014.001,2014.346,Washington
1D.4037.,1D,4037,,DP,46.189499,-122.146301,416.8,2014.001,2014.346,Washington
1D.4038.,1D,4038,,DP,46.190399,-122.144997,1368.5,2014.001,2014.346,Washington
1D.4039.,1D,4039,,DP,46.191002,-122.143501,401.7,2014.001,2014.346,Washington
1D.4040.,1D,4040,,DP,46.192001,-122.142502,1302.2,2014.001,2014.346,Washington
1D.4041.,1D,4041,,DP,46.192501,-122.140099,1283.0,2014.001,2014.346,Washington
1D.4042.,1D,4042,,DP,46.192799,-122.137199,391.6,2014.001,2014.346,Washington
1D.4043.,1D,4043,,DP,46.194199,-122.1353,391.0,2014.001,2014.346,Washington
1D.4044.,1D,4044,,DP,46.195599,-122.1362,1288.6,2014.001,2014.346,Washington
1D.4045.,1D,4045,,DP,46.196701,-122.139198,393.2,2014.001,2014.346,Washington
1D.4046.,1D,4046,,DP,46.198002,-122.139099,1308.0,2014.001,2014.346,Washington
1D.4047.,1D,4047,,DP,46.199799,-122.138496,405.0,2014.001,2014.346,Washington
1D.4048.,1D,4048,,DP,46.200199,-122.135803,403.5,2014.001,2014.346,Washington
1D.4049.,1D,4049,,DP,46.2019,-122.135696,404.0,2014.001,2014.346,Washington
1D.4050.,1D,4050,,DP,46.203499,-122.136597,1331.4,2014.001,2014.346,Washington
1D.4051.,1D,4051,,DP,46.205502,-122.136902,1339.4,2014.001,2014.346,Washington
1D.4052.,1D,4052,,DP,46.207802,-122.136703,409.6,2014.001,2014.346,Washington
1D.4053.,1D,4053,,DP,46.2099,-122.138,411.8,2014.001,2014.346,Washington
1D.4054.,1D,4054,,DP,46.211601,-122.138702,413.7,2014.001,2014.346,Washington
1D.4055.,1D,4055,,DP,46.212898,-122.139297,1364.7,2014.001,2014.346,Washington
1D.4056.,1D,4056,,DP,46.212799,-122.141899,1360.4,2014.001,2014.346,Washington
1D.4057.,1D,4057,,DP,46.212799,-122.144096,417.0,2014.001,2014.346,Washington
1D.4058.,1D,4058,,DP,46.212799,-122.146797,421.4,2014.001,2014.346,Washington
1D.4060.,1D,4060,,DP,46.2146,-122.150803,428.6,2014.001,2014.346,Washington
1D.4061.,1D,4061,,DP,46.216202,-122.153603,451.3,2014.001,2014.346,Washington
1D.4062.,1D,4062,,DP,46.217999,-122.153397,1446.0,2014.001,2014.346,Washington
1D.4063.,1D,4063,,DP,46.219601,-122.1549,1380.8,2014.001,2014.346,Washington
1D.4064.,1D,4064,,DP,46.220699,-122.155998,421.7,2014.001,2014.346,Washington
1D.4065.,1D,4065,,DP,46.223,-122.1576,415.2,2014.001,2014.346,Washington
1D.4067.,1D,4067,,DP,46.2257,-122.160004,403.1,2014.001,2014.346,Washington
1D.4068.,1D,4068,,DP,46.226398,-122.1605,1323.1,2014.001,2014.346,Washington
1D.4069.,1D,4069,,DP,46.227299,-122.160797,400.7,2014.001,2014.346,Washington
1D.4070.,1D,4070,,DP,46.227901,-122.159599,1308.1,2014.001,2014.346,Washington
1D.4071.,1D,4071,,DP,46.228901,-122.159302,395.9,2014.001,2014.346,Washington
1D.4072.,1D,4072,,DP,46.227699,-122.161697,1319.5,2014.001,2014.346,Washington
1D.4073.,1D,4073,,DP,46.227501,-122.162804,1327.8,2014.001,2014.346,Washington
1D.4075.,1D,4075,,DP,46.228401,-122.167503,406.2,2014.001,2014.346,Washington
1D.4076.,1D,4076,,DP,46.228001,-122.1698,406.4,2014.001,2014.346,Washington
1D.4077.,1D,4077,,DP,46.228298,-122.172203,406.2,2014.001,2014.346,Washington
1D.4078.,1D,4078,,DP,46.229401,-122.174004,399.7,2014.001,2014.346,Washington
1D.4080.,1D,4080,,DP,46.232899,-122.178101,1256.0,2014.001,2014.346,Washington
1D.4081.,1D,4081,,DP,46.234501,-122.177902,1233.7,2014.001,2014.346,Washington
1D.4082.,1D,4082,,DP,46.236099,-122.177803,368.0,2014.001,2014.346,Washington
1D.4083.,1D,4083,,DP,46.237301,-122.177002,1189.3,2014.001,2014.346,Washington
1D.4084.,1D,4084,,DP,46.238701,-122.176399,1170.8,2014.001,2014.346,Washington
1D.4086.,1D,4086,,DP,46.238998,-122.175003,354.6,2014.001,2014.346,Washington
1D.4093.,1D,4093,,DP,46.237999,-122.202003,1145.1,2014.001,2014.346,Washington
1D.4094.,1D,4094,,DP,46.238098,-122.205002,1138.2,2014.001,2014.346,Washington
1D.4095.,1D,4095,,DP,46.237202,-122.208,1139.8,2014.001,2014.346,Washington
1D.4096.,1D,4096,,DP,46.2369,-122.210999,362.5,2014.001,2014.346,Washington
1D.4097.,1D,4097,,DP,46.234901,-122.212303,368.7,2014.001,2014.346,Washington
1D.4098.,1D,4098,,DP,46.2327,-122.213303,372.4,2014.001,2014.346,Washington
1D.4100.,1D,4100,,DP,46.230999,-122.218903,379.1,2014.001,2014.346,Washington
1D.4101.,1D,4101,,DP,46.231602,-122.222198,376.7,2014.001,2014.346,Washington
1D.4102.,1D,4102,,DP,46.229599,-122.223297,367.8,2014.001,2014.346,Washington
1D.4103.,1D,4103,,DP,46.228001,-122.224197,374.5,2014.001,2014.346,Washington
1D.4104.,1D,4104,,DP,46.2258,-122.223999,381.6,2014.001,2014.346,Washington
1D.4105.,1D,4105,,DP,46.223598,-122.223396,1244.7,2014.001,2014.346,Washington
1D.4106.,1D,4106,,DP,46.223701,-122.227097,386.2,2014.001,2014.346,Washington
1D.4107.,1D,4107,,DP,46.222698,-122.230499,385.1,2014.001,2014.346,Washington
1D.4108.,1D,4108,,DP,46.2216,-122.232697,384.8,2014.001,2014.346,Washington
1D.4109.,1D,4109,,DP,46.219799,-122.234901,1265.7,2014.001,2014.346,Washington
1D.4110.,1D,4110,,DP,46.217999,-122.235802,1268.6,2014.001,2014.346,Washington
1D.4111.,1D,4111,,DP,46.215698,-122.236702,1257.0,2014.001,2014.346,Washington
1D.4112.,1D,4112,,DP,46.214802,-122.2407,377.0,2014.001,2014.346,Washington
1D.4115.,1D,4115,,DP,46.210201,-122.252197,304.3,2014.001,2014.346,Washington
1D.4116.,1D,4116,,DP,46.209202,-122.252098,312.0,2014.001,2014.346,Washington
1D.4117.,1D,4117,,DP,46.207802,-122.249001,351.5,2014.001,2014.346,Washington
1D.4118.,1D,4118,,DP,46.206799,-122.2463,368.2,2014.001,2014.346,Washington
1D.4119.,1D,4119,,DP,46.206799,-122.243301,0.0,2014.001,2014.346,Washington
1D.4120.,1D,4120,,DP,46.205799,-122.241302,1295.1,2014.001,2014.346,Washington
1D.4121.,1D,4121,,DP,46.2062,-122.239601,403.9,2014.001,2014.346,Washington
1D.4122.,1D,4122,,DP,46.205399,-122.237198,420.1,2014.001,2014.346,Washington
1D.4123.,1D,4123,,DP,46.205002,-122.235001,430.5,2014.001,2014.346,Washington
1D.4124.,1D,4124,,DP,46.2043,-122.233398,440.3,2014.001,2014.346,Washington
1D.4125.,1D,4125,,DP,46.2029,-122.2342,437.2,2014.001,2014.346,Washington
1D.4126.,1D,4126,,DP,46.201099,-122.235001,1417.8,2014.001,2014.346,Washington
1D.4127.,1D,4127,,DP,46.1992,-122.234299,1371.8,2014.001,2014.346,Washington
1D.4128.,1D,4128,,DP,46.197498,-122.237,1401.1,2014.001,2014.346,Washington
1D.4129.,1D,4129,,DP,46.1959,-122.237,1398.5,2014.001,2014.346,Washington
1D.4130.,1D,4130,,DP,46.194302,-122.237602,423.4,2014.001,2014.346,Washington
1D.4131.,1D,4131,,DP,46.192101,-122.236702,430.0,2014.001,2014.346,Washington
1D.4132.,1D,4132,,DP,46.190201,-122.234299,421.0,2014.001,2014.346,Washington
1D.4133.,1D,4133,,DP,46.1903,-122.230698,441.0,2014.001,2014.346,Washington
1D.4134.,1D,4134,,DP,46.187801,-122.230003,1459.8,2014.001,2014.346,Washington
1D.4135.,1D,4135,,DP,46.186199,-122.227303,447.9,2014.001,2014.346,Washington
1D.4136.,1D,4136,,DP,46.184799,-122.223701,1499.0,2014.001,2014.346,Washington
1D.4137.,1D,4137,,DP,46.182499,-122.223198,1474.0,2014.001,2014.346,Washington
1D.4138.,1D,4138,,DP,46.180302,-122.222702,441.4,2014.001,2014.346,Washington
1D.4139.,1D,4139,,DP,46.178398,-122.220901,1448.5,2014.001,2014.346,Washington
1D.4140.,1D,4140,,DP,46.176102,-122.219101,443.7,2014.001,2014.346,Washington
1D.4141.,1D,4141,,DP,46.175499,-122.217499,444.8,2014.001,2014.346,Washington
1D.4150.,1D,4150,,DP,46.165401,-122.197601,437.9,2014.001,2014.346,Washington
1D.4151.,1D,4151,,DP,46.1633,-122.196098,433.3,2014.001,2014.346,Washington
1D.4152.,1D,4152,,DP,46.163399,-122.192902,0.0,2014.001,2014.346,Washington
1D.4154.,1D,4154,,DP,46.162102,-122.191399,0.0,2014.001,2014.346,Washington
1D.4155.,1D,4155,,DP,46.159801,-122.192299,0.0,2014.001,2014.346,Washington
1D.4156.,1D,4156,,DP,46.157398,-122.192902,0.0,2014.001,2014.346,Washington
1D.4157.,1D,4157,,DP,46.156399,-122.189598,0.0,2014.001,2014.346,Washington
1D.4158.,1D,4158,,DP,46.155399,-122.1866,0.0,2014.001,2014.346,Washington
1D.4159.,1D,4159,,DP,46.153301,-122.185402,0.0,2014.001,2014.346,Washington
1D.4160.,1D,4160,,DP,46.151402,-122.184998,0.0,2014.001,2014.346,Washington
1D.4161.,1D,4161,,DP,46.149799,-122.1856,0.0,2014.001,2014.346,Washington
1D.4162.,1D,4162,,DP,46.148399,-122.185501,0.0,2014.001,2014.346,Washington
1D.4163.,1D,4163,,DP,46.1469,-122.184303,0.0,2014.001,2014.346,Washington
1D.4169.,1D,4169,,DP,46.142799,-122.186096,328.8,2014.001,2014.346,Washington
1D.4170.,1D,4170,,DP,46.143799,-122.189499,321.1,2014.001,2014.346,Washington
1D.4171.,1D,4171,,DP,46.145302,-122.191902,1037.3,2014.001,2014.346,Washington
1D.4172.,1D,4172,,DP,46.147301,-122.193001,1003.2,2014.001,2014.346,Washington
1D.4173.,1D,4173,,DP,46.145302,-122.195396,1000.3,2014.001,2014.346,Washington
1D.4174.,1D,4174,,DP,46.144299,-122.197601,305.0,2014.001,2014.346,Washington
1D.4175.,1D,4175,,DP,46.1436,-122.200897,985.8,2014.001,2014.346,Washington
1D.4176.,1D,4176,,DP,46.143398,-122.2043,296.5,2014.001,2014.346,Washington
1D.4177.,1D,4177,,DP,46.1413,-122.206596,285.9,2014.001,2014.346,Washington
1D.4178.,1D,4178,,DP,46.1404,-122.209198,915.7,2014.001,2014.346,Washington
1D.4179.,1D,4179,,DP,46.1394,-122.2099,280.2,2014.001,2014.346,Washington
1D.4180.,1D,4180,,DP,46.1385,-122.212502,910.0,2014.001,2014.346,Washington
1D.4181.,1D,4181,,DP,46.1367,-122.213699,899.9,2014.001,2014.346,Washington
1D.4182.,1D,4182,,DP,46.139999,-122.207001,283.6,2014.001,2014.346,Washington
1D.4183.,1D,4183,,DP,46.1399,-122.203903,933.2,2014.001,2014.346,Washington
1D.4184.,1D,4184,,DP,46.139801,-122.200699,282.5,2014.001,2014.346,Washington
1D.4185.,1D,4185,,DP,46.1395,-122.198303,283.0,2014.001,2014.346,Washington
1D.4186.,1D,4186,,DP,46.139801,-122.1959,280.6,2014.001,2014.346,Washington
1D.4187.,1D,4187,,DP,46.139198,-122.195,282.6,2014.001,2014.346,Washington
1D.4188.,1D,4188,,DP,46.138,-122.194199,289.7,2014.001,2014.346,Washington
1D.4189.,1D,4189,,DP,46.137901,-122.1931,952.4,2014.001,2014.346,Washington
1D.4190.,1D,4190,,DP,46.137798,-122.191498,291.5,2014.001,2014.346,Washington
1D.4191.,1D,4191,,DP,46.1376,-122.190201,284.9,2014.001,2014.346,Washington
1D.4192.,1D,4192,,DP,46.1366,-122.189201,279.7,2014.001,2014.346,Washington
1D.4193.,1D,4193,,DP,46.136398,-122.190903,0.0,2014.001,2014.346,Washington
1D.4194.,1D,4194,,DP,46.135899,-122.191299,274.1,2014.001,2014.346,Washington
1D.4195.,1D,4195,,DP,46.135101,-122.191704,273.3,2014.001,2014.346,Washington
1D.4200.,1D,4200,,DP,46.1385,-122.195801,278.7,2014.001,2014.346,Washington
1D.4201.,1D,4201,,DP,46.1376,-122.195801,275.2,2014.001,2014.346,Washington
1D.4202.,1D,4202,,DP,46.136799,-122.195602,271.5,2014.001,2014.346,Washington
1D.4203.,1D,4203,,DP,46.1357,-122.195801,267.2,2014.001,2014.346,Washington
1D.4204.,1D,4204,,DP,46.1348,-122.1959,266.5,2014.001,2014.346,Washington
1D.4205.,1D,4205,,DP,46.1339,-122.192299,899.4,2014.001,2014.346,Washington
1D.4206.,1D,4206,,DP,46.134602,-122.191902,278.7,2014.001,2014.346,Washington
1D.4207.,1D,4207,,DP,46.138802,-122.196899,276.9,2014.001,2014.346,Washington
1D.4208.,1D,4208,,DP,46.133999,-122.196503,867.0,2014.001,2014.346,Washington
1D.4209.,1D,4209,,DP,46.131599,-122.196999,916.5,2014.001,2014.346,Washington
1D.4210.,1D,4210,,DP,46.129799,-122.196198,267.6,2014.001,2014.346,Washington
1D.4211.,1D,4211,,DP,46.129299,-122.193398,0.0,2014.001,2014.346,Washington
1D.4212.,1D,4212,,DP,46.1278,-122.1912,0.0,2014.001,2014.346,Washington
1D.4213.,1D,4213,,DP,46.1278,-122.184502,740.4,2014.001,2014.346,Washington
1D.4214.,1D,4214,,DP,46.129101,-122.183899,745.1,2014.001,2014.346,Washington
1D.4215.,1D,4215,,DP,46.130199,-122.181503,230.8,2014.001,2014.346,Washington
1D.4216.,1D,4216,,DP,46.130299,-122.178398,235.1,2014.001,2014.346,Washington
1D.4217.,1D,4217,,DP,46.129101,-122.174103,241.1,2014.001,2014.346,Washington
1D.4218.,1D,4218,,DP,46.131199,-122.169403,812.8,2014.001,2014.346,Washington
1D.4219.,1D,4219,,DP,46.174599,-122.219597,1420.2,2014.001,2014.346,Washington
1D.4220.,1D,4220,,DP,46.172901,-122.222198,422.8,2014.001,2014.346,Washington
1D.4221.,1D,4221,,DP,46.171001,-122.223297,1373.6,2014.001,2014.346,Washington
1D.4222.,1D,4222,,DP,46.171501,-122.227303,1326.4,2014.001,2014.346,Washington
1D.4223.,1D,4223,,DP,46.168701,-122.227898,371.5,2014.001,2014.346,Washington
1D.4224.,1D,4224,,DP,46.166698,-122.227997,1210.7,2014.001,2014.346,Washington
1D.4225.,1D,4225,,DP,46.165401,-122.230598,1180.9,2014.001,2014.346,Washington
1D.4226.,1D,4226,,DP,46.162601,-122.229698,348.8,2014.001,2014.346,Washington
1D.4227.,1D,4227,,DP,46.161999,-122.227402,343.8,2014.001,2014.346,Washington
1D.4228.,1D,4228,,DP,46.160702,-122.227402,336.6,2014.001,2014.346,Washington
1D.4229.,1D,4229,,DP,46.158298,-122.230301,326.7,2014.001,2014.346,Washington
1D.4230.,1D,4230,,DP,46.156502,-122.232201,312.2,2014.001,2014.346,Washington
1D.4231.,1D,4231,,DP,46.154999,-122.233002,305.6,2014.001,2014.346,Washington
1D.4232.,1D,4232,,DP,46.153099,-122.233498,304.7,2014.001,2014.346,Washington
1D.4233.,1D,4233,,DP,46.152,-122.233902,303.9,2014.001,2014.346,Washington
1D.4234.,1D,4234,,DP,46.1507,-122.2341,302.4,2014.001,2014.346,Washington
1D.4235.,1D,4235,,DP,46.150002,-122.235703,298.8,2014.001,2014.346,Washington
1D.4236.,1D,4236,,DP,46.148499,-122.236198,296.0,2014.001,2014.346,Washington
1D.4237.,1D,4237,,DP,46.146599,-122.236,966.8,2014.001,2014.346,Washington
1D.4238.,1D,4238,,DP,46.1441,-122.235001,291.6,2014.001,2014.346,Washington
1D.4239.,1D,4239,,DP,46.150501,-122.236702,298.8,2014.001,2014.346,Washington
1D.4240.,1D,4240,,DP,46.1506,-122.239502,295.2,2014.001,2014.346,Washington
1D.4241.,1D,4241,,DP,46.152199,-122.241997,933.8,2014.001,2014.346,Washington
1D.4242.,1D,4242,,DP,46.154099,-122.242798,936.5,2014.001,2014.346,Washington
1D.4243.,1D,4243,,DP,46.1558,-122.244499,939.4,2014.001,2014.346,Washington
1D.4244.,1D,4244,,DP,46.158199,-122.2463,956.0,2014.001,2014.346,Washington
1D.4245.,1D,4245,,DP,46.1605,-122.248001,977.2,2014.001,2014.346,Washington
1D.4246.,1D,4246,,DP,46.161499,-122.248901,300.6,2014.001,2014.346,Washington
1D.4247.,1D,4247,,DP,46.163898,-122.250504,304.9,2014.001,2014.346,Washington
1D.4248.,1D,4248,,DP,46.164902,-122.251503,989.5,2014.001,2014.346,Washington
1D.4249.,1D,4249,,DP,46.165699,-122.252502,996.5,2014.001,2014.346,Washington
1D.4250.,1D,4250,,DP,46.1665,-122.2537,304.6,2014.001,2014.346,Washington
1D.4251.,1D,4251,,DP,46.1674,-122.253899,1017.8,2014.001,2014.346,Washington
1D.4252.,1D,4252,,DP,46.165699,-122.255402,990.4,2014.001,2014.346,Washington
1D.4253.,1D,4253,,DP,46.167301,-122.254997,1012.6,2014.001,2014.346,Washington
1D.4254.,1D,4254,,DP,46.1675,-122.255898,1008.1,2014.001,2014.346,Washington
1D.4255.,1D,4255,,DP,46.167599,-122.256798,306.3,2014.001,2014.346,Washington
1D.4256.,1D,4256,,DP,46.1679,-122.257599,306.2,2014.001,2014.346,Washington
1D.4257.,1D,4257,,DP,46.168098,-122.256104,308.3,2014.001,2014.346,Washington
1D.4258.,1D,4258,,DP,46.1684,-122.255302,1020.8,2014.001,2014.346,Washington
1D.4259.,1D,4259,,DP,46.1689,-122.255501,1022.9,2014.001,2014.346,Washington
1D.4260.,1D,4260,,DP,46.167099,-122.256203,1002.4,2014.001,2014.346,Washington
1D.4261.,1D,4261,,DP,46.1665,-122.256104,999.3,2014.001,2014.346,Washington
